Usage,Timestep,InventoryCode,Domain
64,32,191,B
64,33,191,B
65,34,191,B
65,35,191,B
65,36,191,B
66,37,191,B
66,38,191,B
66,39,191,B
66,40,191,B
66,41,191,B
66,42,191,B
66,43,191,B
66,44,191,B
66,45,191,B
66,46,191,B
66,47,191,B
66,48,191,B
66,49,191,B
66,50,191,B
63,51,191,B
63,52,191,B
63,53,191,B
63,54,191,B
63,55,191,B
63,56,191,B
63,57,191,B
67,58,191,B
67,59,191,B
67,60,191,B
67,61,191,B
67,62,191,B
67,63,191,B
67,64,191,B
67,65,191,B
67,66,191,B
67,67,191,B
67,68,191,B
67,69,191,B
67,70,191,B
67,71,191,B
66,72,191,B
66,73,191,B
66,74,191,B
66,75,191,B
67,76,191,B
67,77,191,B
67,78,191,B
66,79,191,B
66,80,191,B
66,81,191,B
66,82,191,B
66,83,191,B
66,84,191,B
66,85,191,B
67,86,191,B
67,87,191,B
67,88,191,B
67,89,191,B
67,90,191,B
68,91,191,B
68,92,191,B
63,93,191,B
63,94,191,B
97,1,192,B
97,2,192,B
93,3,192,B
93,4,192,B
93,5,192,B
93,6,192,B
93,7,192,B
93,8,192,B
97,9,192,B
97,10,192,B
97,11,192,B
97,12,192,B
97,13,192,B
97,14,192,B
98,15,192,B
98,16,192,B
98,17,192,B
98,18,192,B
75,19,192,B
75,20,192,B
75,21,192,B
75,22,192,B
75,23,192,B
75,24,192,B
75,25,192,B
75,26,192,B
75,27,192,B
75,28,192,B
75,29,192,B
90,30,192,B
90,31,192,B
90,32,192,B
90,33,192,B
90,34,192,B
90,35,192,B
90,36,192,B
90,37,192,B
90,38,192,B
90,39,192,B
90,40,192,B
90,41,192,B
91,42,192,B
91,43,192,B
91,44,192,B
91,45,192,B
91,46,192,B
91,47,192,B
91,48,192,B
91,49,192,B
91,50,192,B
91,51,192,B
91,52,192,B
91,53,192,B
91,54,192,B
91,55,192,B
91,56,192,B
91,57,192,B
91,58,192,B
91,59,192,B
91,60,192,B
91,61,192,B
91,62,192,B
91,63,192,B
91,64,192,B
91,65,192,B
91,66,192,B
91,67,192,B
92,68,192,B
92,69,192,B
92,70,192,B
92,71,192,B
92,72,192,B
92,73,192,B
92,74,192,B
94,75,192,B
97,76,192,B
92,77,192,B
92,78,192,B
92,79,192,B
92,80,192,B
92,81,192,B
92,82,192,B
92,83,192,B
92,84,192,B
92,85,192,B
92,86,192,B
92,87,192,B
92,88,192,B
92,89,192,B
92,90,192,B
92,91,192,B
92,92,192,B
92,93,192,B
92,94,192,B
100,1,193,B
92,2,193,B
70,3,193,B
72,4,193,B
73,5,193,B
81,6,193,B
67,7,193,B
76,8,193,B
61,9,193,B
37,10,193,B
37,11,193,B
37,12,193,B
37,13,193,B
38,14,193,B
46,15,193,B
46,16,193,B
38,17,193,B
38,18,193,B
38,19,193,B
38,20,193,B
38,21,193,B
46,22,193,B
46,23,193,B
38,24,193,B
38,25,193,B
38,26,193,B
38,27,193,B
38,28,193,B
47,29,193,B
47,30,193,B
39,31,193,B
38,32,193,B
38,33,193,B
39,34,193,B
39,35,193,B
47,36,193,B
47,37,193,B
38,38,193,B
38,39,193,B
38,40,193,B
38,41,193,B
38,42,193,B
47,43,193,B
47,44,193,B
38,45,193,B
38,46,193,B
39,47,193,B
39,48,193,B
40,49,193,B
50,50,193,B
50,51,193,B
41,52,193,B
41,53,193,B
42,54,193,B
42,55,193,B
42,56,193,B
52,57,193,B
52,58,193,B
42,59,193,B
42,60,193,B
42,61,193,B
42,62,193,B
43,63,193,B
53,64,193,B
53,65,193,B
43,66,193,B
43,67,193,B
43,68,193,B
43,69,193,B
43,70,193,B
53,71,193,B
53,72,193,B
43,73,193,B
43,74,193,B
43,75,193,B
44,76,193,B
44,77,193,B
54,78,193,B
54,79,193,B
44,80,193,B
44,81,193,B
45,82,193,B
45,83,193,B
45,84,193,B
56,85,193,B
56,86,193,B
45,87,193,B
45,88,193,B
46,89,193,B
46,90,193,B
46,91,193,B
58,92,193,B
58,93,193,B
47,94,193,B
38,1,194,B
36,2,194,B
38,3,194,B
43,4,194,B
43,5,194,B
43,6,194,B
43,7,194,B
59,8,194,B
39,9,194,B
43,10,194,B
43,11,194,B
43,12,194,B
43,13,194,B
43,14,194,B
59,15,194,B
39,16,194,B
43,17,194,B
43,18,194,B
43,19,194,B
43,20,194,B
43,21,194,B
59,22,194,B
36,23,194,B
43,24,194,B
43,25,194,B
43,26,194,B
43,27,194,B
43,28,194,B
59,29,194,B
36,30,194,B
43,31,194,B
43,32,194,B
43,33,194,B
43,34,194,B
43,35,194,B
59,36,194,B
39,37,194,B
39,38,194,B
43,39,194,B
43,40,194,B
43,41,194,B
43,42,194,B
59,43,194,B
36,44,194,B
39,45,194,B
43,46,194,B
43,47,194,B
43,48,194,B
43,49,194,B
59,50,194,B
36,51,194,B
43,52,194,B
43,53,194,B
43,54,194,B
43,55,194,B
43,56,194,B
59,57,194,B
36,58,194,B
43,59,194,B
43,60,194,B
43,61,194,B
43,62,194,B
43,63,194,B
59,64,194,B
36,65,194,B
43,66,194,B
43,67,194,B
43,68,194,B
43,69,194,B
43,70,194,B
59,71,194,B
36,72,194,B
43,73,194,B
43,74,194,B
43,75,194,B
43,76,194,B
43,77,194,B
59,78,194,B
36,79,194,B
43,80,194,B
43,81,194,B
43,82,194,B
43,83,194,B
43,84,194,B
59,85,194,B
36,86,194,B
43,87,194,B
43,88,194,B
43,89,194,B
43,90,194,B
43,91,194,B
59,92,194,B
36,93,194,B
43,94,194,B
1,1,195,B
1,2,195,B
1,3,195,B
1,4,195,B
1,5,195,B
1,6,195,B
1,7,195,B
1,8,195,B
1,9,195,B
1,10,195,B
1,11,195,B
1,12,195,B
1,13,195,B
1,14,195,B
1,15,195,B
1,16,195,B
1,17,195,B
1,18,195,B
1,19,195,B
1,20,195,B
1,21,195,B
1,22,195,B
1,23,195,B
1,24,195,B
1,25,195,B
1,26,195,B
1,27,195,B
1,28,195,B
1,29,195,B
1,30,195,B
1,31,195,B
1,32,195,B
1,33,195,B
1,34,195,B
1,35,195,B
1,36,195,B
1,37,195,B
1,38,195,B
1,39,195,B
1,40,195,B
1,41,195,B
1,42,195,B
1,43,195,B
1,44,195,B
1,45,195,B
1,46,195,B
1,47,195,B
1,48,195,B
1,49,195,B
1,50,195,B
1,51,195,B
1,52,195,B
1,53,195,B
1,54,195,B
1,55,195,B
1,56,195,B
1,57,195,B
1,58,195,B
1,59,195,B
1,60,195,B
1,61,195,B
1,62,195,B
1,63,195,B
1,64,195,B
1,65,195,B
1,66,195,B
1,67,195,B
1,68,195,B
1,69,195,B
1,70,195,B
1,71,195,B
1,72,195,B
1,73,195,B
1,74,195,B
1,75,195,B
1,76,195,B
1,77,195,B
1,78,195,B
1,79,195,B
1,80,195,B
1,81,195,B
1,82,195,B
1,83,195,B
1,84,195,B
1,85,195,B
1,86,195,B
1,87,195,B
1,88,195,B
1,89,195,B
1,90,195,B
1,91,195,B
1,92,195,B
1,93,195,B
1,94,195,B
1,1,196,B
1,2,196,B
1,3,196,B
1,4,196,B
1,5,196,B
1,6,196,B
1,7,196,B
1,8,196,B
1,9,196,B
1,10,196,B
1,11,196,B
1,12,196,B
1,13,196,B
1,14,196,B
1,15,196,B
1,16,196,B
1,17,196,B
1,18,196,B
1,19,196,B
1,20,196,B
1,21,196,B
1,22,196,B
1,23,196,B
1,24,196,B
1,25,196,B
1,26,196,B
1,27,196,B
1,28,196,B
1,29,196,B
1,30,196,B
1,31,196,B
1,32,196,B
1,33,196,B
1,34,196,B
1,35,196,B
1,36,196,B
1,37,196,B
1,38,196,B
1,39,196,B
1,40,196,B
1,41,196,B
1,42,196,B
1,43,196,B
1,44,196,B
1,45,196,B
1,46,196,B
1,47,196,B
1,48,196,B
1,49,196,B
1,50,196,B
1,51,196,B
1,52,196,B
1,53,196,B
1,54,196,B
1,55,196,B
1,56,196,B
1,57,196,B
1,58,196,B
1,59,196,B
1,60,196,B
1,61,196,B
1,62,196,B
1,63,196,B
1,64,196,B
1,65,196,B
1,66,196,B
1,67,196,B
1,68,196,B
1,69,196,B
1,70,196,B
1,71,196,B
1,72,196,B
1,73,196,B
1,74,196,B
1,75,196,B
1,76,196,B
1,77,196,B
1,78,196,B
1,79,196,B
1,80,196,B
1,81,196,B
1,82,196,B
1,83,196,B
1,84,196,B
1,85,196,B
1,86,196,B
1,87,196,B
1,88,196,B
1,89,196,B
1,90,196,B
1,91,196,B
1,92,196,B
1,93,196,B
1,94,196,B
29,1,197,B
41,2,197,B
41,3,197,B
29,4,197,B
29,5,197,B
29,6,197,B
29,7,197,B
29,8,197,B
41,9,197,B
41,10,197,B
29,11,197,B
29,12,197,B
29,13,197,B
29,14,197,B
29,15,197,B
41,16,197,B
41,17,197,B
29,18,197,B
29,19,197,B
29,20,197,B
29,21,197,B
29,22,197,B
41,23,197,B
41,24,197,B
29,25,197,B
29,26,197,B
29,27,197,B
29,28,197,B
29,29,197,B
41,30,197,B
41,31,197,B
29,32,197,B
29,33,197,B
29,34,197,B
29,35,197,B
29,36,197,B
41,37,197,B
41,38,197,B
29,39,197,B
29,40,197,B
29,41,197,B
34,42,197,B
29,43,197,B
41,44,197,B
41,45,197,B
29,46,197,B
29,47,197,B
29,48,197,B
29,49,197,B
29,50,197,B
29,51,197,B
29,52,197,B
29,53,197,B
29,54,197,B
29,55,197,B
29,56,197,B
29,57,197,B
41,58,197,B
41,59,197,B
29,60,197,B
29,61,197,B
29,62,197,B
29,63,197,B
29,64,197,B
42,65,197,B
42,66,197,B
29,67,197,B
29,68,197,B
29,69,197,B
29,70,197,B
29,71,197,B
41,72,197,B
41,73,197,B
29,74,197,B
29,75,197,B
29,76,197,B
29,77,197,B
29,78,197,B
41,79,197,B
41,80,197,B
29,81,197,B
29,82,197,B
29,83,197,B
29,84,197,B
29,85,197,B
41,86,197,B
41,87,197,B
29,88,197,B
29,89,197,B
29,90,197,B
29,91,197,B
29,92,197,B
41,93,197,B
41,94,197,B
96,1,198,B
64,2,198,B
64,3,198,B
63,4,198,B
95,5,198,B
96,6,198,B
96,7,198,B
96,8,198,B
64,9,198,B
65,10,198,B
65,11,198,B
97,12,198,B
97,13,198,B
97,14,198,B
97,15,198,B
64,16,198,B
64,17,198,B
64,18,198,B
97,19,198,B
97,20,198,B
97,21,198,B
97,22,198,B
65,23,198,B
64,24,198,B
65,25,198,B
98,26,198,B
92,27,198,B
99,28,198,B
98,29,198,B
66,30,198,B
66,31,198,B
66,32,198,B
99,33,198,B
67,34,198,B
80,35,198,B
86,36,198,B
86,37,198,B
94,38,198,B
94,39,198,B
100,40,198,B
100,41,198,B
77,42,198,B
78,43,198,B
78,44,198,B
78,45,198,B
78,46,198,B
100,47,198,B
100,48,198,B
100,49,198,B
79,50,198,B
40,51,198,B
40,52,198,B
79,53,198,B
80,54,198,B
80,55,198,B
81,56,198,B
81,57,198,B
41,58,198,B
40,59,198,B
81,60,198,B
81,61,198,B
81,62,198,B
81,63,198,B
81,64,198,B
41,65,198,B
40,66,198,B
81,67,198,B
81,68,198,B
81,69,198,B
81,70,198,B
82,71,198,B
41,72,198,B
41,73,198,B
81,74,198,B
82,75,198,B
82,76,198,B
82,77,198,B
82,78,198,B
41,79,198,B
41,80,198,B
81,81,198,B
81,82,198,B
81,83,198,B
81,84,198,B
81,85,198,B
41,86,198,B
90,87,198,B
100,88,198,B
82,89,198,B
100,90,198,B
98,91,198,B
90,92,198,B
59,93,198,B
74,94,198,B
28,1,199,B
24,2,199,B
6,3,199,B
28,4,199,B
32,5,199,B
34,6,199,B
32,7,199,B
32,8,199,B
23,9,199,B
7,10,199,B
28,11,199,B
37,12,199,B
39,13,199,B
37,14,199,B
33,15,199,B
19,16,199,B
13,17,199,B
26,18,199,B
35,19,199,B
35,20,199,B
36,21,199,B
29,22,199,B
27,23,199,B
10,24,199,B
22,25,199,B
34,26,199,B
34,27,199,B
36,28,199,B
27,29,199,B
23,30,199,B
7,31,199,B
19,32,199,B
25,33,199,B
32,34,199,B
35,35,199,B
36,36,199,B
26,37,199,B
12,38,199,B
29,39,199,B
43,40,199,B
43,41,199,B
41,42,199,B
36,43,199,B
25,44,199,B
6,45,199,B
26,46,199,B
35,47,199,B
38,48,199,B
36,49,199,B
38,50,199,B
26,51,199,B
7,52,199,B
26,53,199,B
38,54,199,B
39,55,199,B
39,56,199,B
35,57,199,B
29,58,199,B
13,59,199,B
26,60,199,B
39,61,199,B
39,62,199,B
41,63,199,B
37,64,199,B
25,65,199,B
12,66,199,B
23,67,199,B
36,68,199,B
36,69,199,B
37,70,199,B
33,71,199,B
24,72,199,B
12,73,199,B
27,74,199,B
39,75,199,B
44,76,199,B
44,77,199,B
41,78,199,B
24,79,199,B
13,80,199,B
24,81,199,B
53,82,199,B
92,83,199,B
100,84,199,B
72,85,199,B
46,86,199,B
16,87,199,B
23,88,199,B
35,89,199,B
47,90,199,B
49,91,199,B
46,92,199,B
28,93,199,B
14,94,199,B
1,1,200,B
1,2,200,B
1,3,200,B
1,4,200,B
1,5,200,B
1,6,200,B
1,7,200,B
1,8,200,B
1,9,200,B
1,10,200,B
1,11,200,B
1,12,200,B
1,13,200,B
1,14,200,B
1,15,200,B
1,16,200,B
1,17,200,B
1,18,200,B
1,19,200,B
1,20,200,B
1,21,200,B
1,22,200,B
1,23,200,B
1,24,200,B
1,25,200,B
1,26,200,B
1,27,200,B
1,28,200,B
1,29,200,B
1,30,200,B
1,31,200,B
1,32,200,B
1,33,200,B
1,34,200,B
1,35,200,B
1,36,200,B
1,37,200,B
1,38,200,B
1,39,200,B
1,40,200,B
1,41,200,B
1,42,200,B
1,43,200,B
1,44,200,B
1,45,200,B
1,46,200,B
1,47,200,B
1,48,200,B
1,49,200,B
1,50,200,B
1,51,200,B
1,52,200,B
1,53,200,B
1,54,200,B
1,55,200,B
1,56,200,B
1,57,200,B
1,58,200,B
1,59,200,B
1,60,200,B
1,61,200,B
1,62,200,B
1,63,200,B
1,64,200,B
1,65,200,B
1,66,200,B
1,67,200,B
1,68,200,B
1,69,200,B
1,70,200,B
1,71,200,B
1,72,200,B
1,73,200,B
1,74,200,B
1,75,200,B
1,76,200,B
1,77,200,B
1,78,200,B
1,79,200,B
1,80,200,B
1,81,200,B
1,82,200,B
1,83,200,B
1,84,200,B
1,85,200,B
1,86,200,B
1,87,200,B
1,88,200,B
1,89,200,B
1,90,200,B
1,91,200,B
1,92,200,B
1,93,200,B
1,94,200,B
97,1,201,B
97,2,201,B
97,3,201,B
98,4,201,B
97,5,201,B
97,6,201,B
97,7,201,B
97,8,201,B
97,9,201,B
97,10,201,B
97,11,201,B
97,12,201,B
97,13,201,B
98,14,201,B
98,15,201,B
98,16,201,B
98,17,201,B
98,18,201,B
98,19,201,B
98,20,201,B
98,21,201,B
98,22,201,B
98,23,201,B
98,24,201,B
98,25,201,B
98,26,201,B
98,27,201,B
98,28,201,B
98,29,201,B
98,30,201,B
98,31,201,B
98,32,201,B
98,33,201,B
98,34,201,B
98,35,201,B
98,36,201,B
98,37,201,B
98,38,201,B
98,39,201,B
98,40,201,B
98,41,201,B
98,42,201,B
98,43,201,B
98,44,201,B
99,45,201,B
99,46,201,B
99,47,201,B
99,48,201,B
99,49,201,B
99,50,201,B
99,51,201,B
99,52,201,B
99,53,201,B
99,54,201,B
99,55,201,B
99,56,201,B
99,57,201,B
99,58,201,B
99,59,201,B
99,60,201,B
99,61,201,B
100,62,201,B
100,63,201,B
100,64,201,B
100,65,201,B
100,66,201,B
100,67,201,B
100,68,201,B
100,69,201,B
100,70,201,B
100,71,201,B
100,72,201,B
100,73,201,B
100,74,201,B
100,75,201,B
100,76,201,B
100,77,201,B
98,78,201,B
98,79,201,B
100,80,201,B
100,81,201,B
100,82,201,B
96,83,201,B
100,84,201,B
89,85,201,B
79,86,201,B
79,87,201,B
79,88,201,B
79,89,201,B
79,90,201,B
79,91,201,B
79,92,201,B
79,93,201,B
79,94,201,B
57,1,202,B
59,2,202,B
52,3,202,B
43,4,202,B
43,5,202,B
37,6,202,B
50,7,202,B
77,8,202,B
62,9,202,B
55,10,202,B
46,11,202,B
45,12,202,B
42,13,202,B
56,14,202,B
80,15,202,B
65,16,202,B
57,17,202,B
47,18,202,B
47,19,202,B
46,20,202,B
58,21,202,B
80,22,202,B
65,23,202,B
57,24,202,B
47,25,202,B
47,26,202,B
44,27,202,B
59,28,202,B
60,29,202,B
62,30,202,B
60,31,202,B
62,32,202,B
50,33,202,B
47,34,202,B
48,35,202,B
61,36,202,B
63,37,202,B
56,38,202,B
46,39,202,B
45,40,202,B
43,41,202,B
42,42,202,B
41,43,202,B
60,44,202,B
52,45,202,B
41,46,202,B
41,47,202,B
40,48,202,B
39,49,202,B
37,50,202,B
56,51,202,B
47,52,202,B
41,53,202,B
39,54,202,B
38,55,202,B
38,56,202,B
63,57,202,B
88,58,202,B
62,59,202,B
52,60,202,B
52,61,202,B
50,62,202,B
51,63,202,B
50,64,202,B
70,65,202,B
62,66,202,B
53,67,202,B
53,68,202,B
53,69,202,B
47,70,202,B
38,71,202,B
57,72,202,B
49,73,202,B
38,74,202,B
40,75,202,B
38,76,202,B
39,77,202,B
38,78,202,B
57,79,202,B
51,80,202,B
40,81,202,B
41,82,202,B
40,83,202,B
71,84,202,B
93,85,202,B
70,86,202,B
62,87,202,B
63,88,202,B
63,89,202,B
63,90,202,B
63,91,202,B
78,92,202,B
90,93,202,B
71,94,202,B
43,1,203,B
53,2,203,B
56,3,203,B
64,4,203,B
49,5,203,B
47,6,203,B
46,7,203,B
48,8,203,B
57,9,203,B
56,10,203,B
50,11,203,B
46,12,203,B
47,13,203,B
47,14,203,B
46,15,203,B
64,16,203,B
64,17,203,B
54,18,203,B
50,19,203,B
49,20,203,B
47,21,203,B
51,22,203,B
60,23,203,B
60,24,203,B
54,25,203,B
47,26,203,B
47,27,203,B
47,28,203,B
55,29,203,B
78,30,203,B
78,31,203,B
70,32,203,B
46,33,203,B
49,34,203,B
50,35,203,B
55,36,203,B
61,37,203,B
60,38,203,B
51,39,203,B
51,40,203,B
52,41,203,B
52,42,203,B
52,43,203,B
59,44,203,B
58,45,203,B
51,46,203,B
50,47,203,B
49,48,203,B
47,49,203,B
47,50,203,B
44,51,203,B
41,52,203,B
47,53,203,B
47,54,203,B
47,55,203,B
47,56,203,B
52,57,203,B
60,58,203,B
60,59,203,B
54,60,203,B
49,61,203,B
49,62,203,B
49,63,203,B
54,64,203,B
62,65,203,B
64,66,203,B
55,67,203,B
48,68,203,B
47,69,203,B
47,70,203,B
51,71,203,B
58,72,203,B
58,73,203,B
52,74,203,B
48,75,203,B
47,76,203,B
48,77,203,B
55,78,203,B
61,79,203,B
59,80,203,B
52,81,203,B
48,82,203,B
49,83,203,B
49,84,203,B
43,85,203,B
85,86,203,B
90,87,203,B
93,88,203,B
48,89,203,B
48,90,203,B
47,91,203,B
54,92,203,B
65,93,203,B
66,94,203,B
57,1,204,B
57,2,204,B
38,3,204,B
38,4,204,B
57,5,204,B
57,6,204,B
57,7,204,B
57,8,204,B
57,9,204,B
38,10,204,B
38,11,204,B
57,12,204,B
57,13,204,B
57,14,204,B
57,15,204,B
57,16,204,B
38,17,204,B
38,18,204,B
57,19,204,B
57,20,204,B
57,21,204,B
57,22,204,B
57,23,204,B
38,24,204,B
38,25,204,B
38,26,204,B
57,27,204,B
57,28,204,B
57,29,204,B
57,30,204,B
38,31,204,B
38,32,204,B
38,33,204,B
57,34,204,B
57,35,204,B
57,36,204,B
57,37,204,B
38,38,204,B
38,39,204,B
57,40,204,B
57,41,204,B
57,42,204,B
57,43,204,B
57,44,204,B
38,45,204,B
38,46,204,B
57,47,204,B
67,48,204,B
57,49,204,B
57,50,204,B
57,51,204,B
38,52,204,B
38,53,204,B
57,54,204,B
57,55,204,B
57,56,204,B
57,57,204,B
57,58,204,B
57,59,204,B
57,60,204,B
57,61,204,B
57,62,204,B
57,63,204,B
57,64,204,B
57,65,204,B
57,66,204,B
57,67,204,B
57,68,204,B
57,69,204,B
57,70,204,B
57,71,204,B
57,72,204,B
57,73,204,B
57,74,204,B
57,75,204,B
57,76,204,B
57,77,204,B
57,78,204,B
57,79,204,B
57,80,204,B
57,81,204,B
57,82,204,B
57,83,204,B
57,84,204,B
57,85,204,B
57,86,204,B
57,87,204,B
57,88,204,B
57,89,204,B
57,90,204,B
57,91,204,B
57,92,204,B
57,93,204,B
57,94,204,B
18,1,205,B
35,2,205,B
35,3,205,B
18,4,205,B
18,5,205,B
18,6,205,B
18,7,205,B
18,8,205,B
35,9,205,B
35,10,205,B
18,11,205,B
18,12,205,B
18,13,205,B
18,14,205,B
18,15,205,B
18,16,205,B
18,17,205,B
18,18,205,B
18,19,205,B
18,20,205,B
18,21,205,B
18,22,205,B
35,23,205,B
35,24,205,B
18,25,205,B
18,26,205,B
18,27,205,B
18,28,205,B
18,29,205,B
35,30,205,B
35,31,205,B
18,32,205,B
18,33,205,B
18,34,205,B
18,35,205,B
18,36,205,B
35,37,205,B
18,38,205,B
18,39,205,B
18,40,205,B
18,41,205,B
18,42,205,B
18,43,205,B
35,44,205,B
35,45,205,B
18,46,205,B
18,47,205,B
18,48,205,B
18,49,205,B
18,50,205,B
18,51,205,B
18,52,205,B
18,53,205,B
18,54,205,B
18,55,205,B
18,56,205,B
18,57,205,B
35,58,205,B
35,59,205,B
18,60,205,B
18,61,205,B
18,62,205,B
18,63,205,B
18,64,205,B
35,65,205,B
35,66,205,B
18,67,205,B
18,68,205,B
18,69,205,B
18,70,205,B
18,71,205,B
35,72,205,B
35,73,205,B
18,74,205,B
18,75,205,B
18,76,205,B
18,77,205,B
18,78,205,B
35,79,205,B
35,80,205,B
18,81,205,B
18,82,205,B
18,83,205,B
18,84,205,B
18,85,205,B
35,86,205,B
35,87,205,B
18,88,205,B
18,89,205,B
18,90,205,B
18,91,205,B
18,92,205,B
35,93,205,B
35,94,205,B
42,1,206,B
83,2,206,B
83,3,206,B
83,4,206,B
42,5,206,B
42,6,206,B
42,7,206,B
42,8,206,B
83,9,206,B
83,10,206,B
83,11,206,B
42,12,206,B
42,13,206,B
42,14,206,B
42,15,206,B
84,16,206,B
84,17,206,B
84,18,206,B
42,19,206,B
42,20,206,B
42,21,206,B
42,22,206,B
84,23,206,B
84,24,206,B
84,25,206,B
42,26,206,B
42,27,206,B
42,28,206,B
42,29,206,B
42,30,206,B
42,31,206,B
42,32,206,B
42,33,206,B
43,34,206,B
43,35,206,B
43,36,206,B
84,37,206,B
84,38,206,B
84,39,206,B
43,40,206,B
43,41,206,B
43,42,206,B
43,43,206,B
85,44,206,B
85,45,206,B
85,46,206,B
43,47,206,B
43,48,206,B
43,49,206,B
43,50,206,B
85,51,206,B
85,52,206,B
85,53,206,B
43,54,206,B
43,55,206,B
43,56,206,B
43,57,206,B
84,58,206,B
84,59,206,B
84,60,206,B
43,61,206,B
43,62,206,B
43,63,206,B
43,64,206,B
84,65,206,B
84,66,206,B
84,67,206,B
43,68,206,B
43,69,206,B
43,70,206,B
43,71,206,B
85,72,206,B
85,73,206,B
85,74,206,B
43,75,206,B
43,76,206,B
43,77,206,B
43,78,206,B
43,79,206,B
43,80,206,B
43,81,206,B
43,82,206,B
43,83,206,B
43,84,206,B
43,85,206,B
85,86,206,B
85,87,206,B
85,88,206,B
43,89,206,B
43,90,206,B
43,91,206,B
43,92,206,B
85,93,206,B
85,94,206,B
56,1,207,B
55,2,207,B
46,3,207,B
42,4,207,B
57,5,207,B
57,6,207,B
57,7,207,B
57,8,207,B
56,9,207,B
46,10,207,B
42,11,207,B
56,12,207,B
56,13,207,B
56,14,207,B
56,15,207,B
56,16,207,B
47,17,207,B
43,18,207,B
57,19,207,B
57,20,207,B
57,21,207,B
56,22,207,B
56,23,207,B
48,24,207,B
43,25,207,B
56,26,207,B
56,27,207,B
57,28,207,B
57,29,207,B
57,30,207,B
47,31,207,B
43,32,207,B
56,33,207,B
57,34,207,B
57,35,207,B
56,36,207,B
55,37,207,B
46,38,207,B
54,39,207,B
58,40,207,B
57,41,207,B
57,42,207,B
57,43,207,B
57,44,207,B
57,45,207,B
42,46,207,B
58,47,207,B
58,48,207,B
58,49,207,B
57,50,207,B
56,51,207,B
48,52,207,B
43,53,207,B
57,54,207,B
57,55,207,B
58,56,207,B
57,57,207,B
57,58,207,B
57,59,207,B
54,60,207,B
70,61,207,B
70,62,207,B
58,63,207,B
57,64,207,B
56,65,207,B
48,66,207,B
43,67,207,B
55,68,207,B
58,69,207,B
58,70,207,B
58,71,207,B
57,72,207,B
48,73,207,B
43,74,207,B
56,75,207,B
56,76,207,B
57,77,207,B
57,78,207,B
57,79,207,B
56,80,207,B
42,81,207,B
56,82,207,B
58,83,207,B
58,84,207,B
58,85,207,B
57,86,207,B
47,87,207,B
43,88,207,B
56,89,207,B
57,90,207,B
57,91,207,B
57,92,207,B
62,93,207,B
48,94,207,B
55,1,208,B
38,2,208,B
44,3,208,B
51,4,208,B
54,5,208,B
54,6,208,B
52,7,208,B
55,8,208,B
43,9,208,B
52,10,208,B
56,11,208,B
55,12,208,B
53,13,208,B
55,14,208,B
54,15,208,B
44,16,208,B
51,17,208,B
53,18,208,B
54,19,208,B
56,20,208,B
56,21,208,B
53,22,208,B
37,23,208,B
50,24,208,B
54,25,208,B
51,26,208,B
56,27,208,B
100,28,208,B
53,29,208,B
37,30,208,B
52,31,208,B
55,32,208,B
100,33,208,B
56,34,208,B
55,35,208,B
54,36,208,B
44,37,208,B
37,38,208,B
56,39,208,B
56,40,208,B
55,41,208,B
56,42,208,B
54,43,208,B
50,44,208,B
53,45,208,B
56,46,208,B
55,47,208,B
56,48,208,B
56,49,208,B
54,50,208,B
54,51,208,B
54,52,208,B
55,53,208,B
57,54,208,B
53,55,208,B
57,56,208,B
54,57,208,B
53,58,208,B
53,59,208,B
56,60,208,B
57,61,208,B
54,62,208,B
56,63,208,B
54,64,208,B
54,65,208,B
53,66,208,B
52,67,208,B
56,68,208,B
56,69,208,B
57,70,208,B
56,71,208,B
54,72,208,B
53,73,208,B
57,74,208,B
58,75,208,B
56,76,208,B
100,77,208,B
51,78,208,B
54,79,208,B
55,80,208,B
58,81,208,B
56,82,208,B
58,83,208,B
55,84,208,B
57,85,208,B
54,86,208,B
53,87,208,B
57,88,208,B
58,89,208,B
56,90,208,B
58,91,208,B
56,92,208,B
53,93,208,B
54,94,208,B
59,1,209,B
60,2,209,B
60,3,209,B
60,4,209,B
40,5,209,B
60,6,209,B
60,7,209,B
60,8,209,B
60,9,209,B
60,10,209,B
60,11,209,B
40,12,209,B
60,13,209,B
60,14,209,B
60,15,209,B
60,16,209,B
60,17,209,B
60,18,209,B
40,19,209,B
58,20,209,B
60,21,209,B
60,22,209,B
60,23,209,B
60,24,209,B
60,25,209,B
40,26,209,B
60,27,209,B
60,28,209,B
60,29,209,B
60,30,209,B
60,31,209,B
60,32,209,B
40,33,209,B
59,34,209,B
59,35,209,B
60,36,209,B
60,37,209,B
60,38,209,B
60,39,209,B
41,40,209,B
61,41,209,B
61,42,209,B
61,43,209,B
61,44,209,B
61,45,209,B
61,46,209,B
41,47,209,B
61,48,209,B
61,49,209,B
61,50,209,B
61,51,209,B
61,52,209,B
61,53,209,B
41,54,209,B
61,55,209,B
61,56,209,B
61,57,209,B
61,58,209,B
61,59,209,B
61,60,209,B
41,61,209,B
61,62,209,B
61,63,209,B
61,64,209,B
61,65,209,B
61,66,209,B
61,67,209,B
41,68,209,B
61,69,209,B
61,70,209,B
61,71,209,B
61,72,209,B
61,73,209,B
61,74,209,B
41,75,209,B
61,76,209,B
61,77,209,B
61,78,209,B
61,79,209,B
61,80,209,B
61,81,209,B
41,82,209,B
61,83,209,B
61,84,209,B
61,85,209,B
61,86,209,B
